Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,65,41,44,,,4.2,1733,109,52,2021-09-17 21:48:35,2021-09-18 07:45:05,100,14.3,534,595,329,120,85,61,480,31,91,74
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,59,42,43,,,,1673,94,48,2021-09-16 22:53:05,2021-09-17 06:40:05,89,14.5,424,467,297,87,40,43,477,0,90,80
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,57,46,42,,,13.8,2518,157,54,2021-09-15 20:45:53,2021-09-16 06:58:00,100,15.0,549,612,296,176,77,63,549,58,90,74
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,34,46,37,,,15.9,2367,170,61,2021-09-15 00:13:18,2021-09-15 06:40:52,74,14.9,339,380,229,80,30,41,459,8,90,71
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,33,49,36,,,4.1,1896,120,54,2021-09-13 22:12:30,2021-09-14 06:51:53,97,15.0,487,519,359,96,32,32,502,14,95,90
2021-09-12 21:44:52,2021-09-13 22:12:30,UTC-07:00,70,44,48,,,15.4,2494,169,57,2021-09-12 21:44:52,2021-09-13 07:02:00,95,14.4,495,557,347,107,41,62,521,37,89,87
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,52,43,43,,,14.8,2424,168,57,2021-09-11 21:31:58,2021-09-12 06:38:09,87,15.0,467,545,244,134,89,78,534,40,85,84
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,50,42,43,,,16.3,2510,174,56,2021-09-10 22:22:32,2021-09-11 06:20:28,86,14.6,438,463,291,101,46,25,509,31,95,82
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,84,41,53,,,13.9,2327,172,51,2021-09-09 22:19:39,2021-09-10 07:00:23,89,14.3,479,520,326,109,44,41,540,60,92,79
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,53,43,45,,,14.2,2330,166,53,2021-09-08 22:10:12,2021-09-09 04:57:49,73,14.8,380,408,235,73,72,28,523,31,93,86
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,57,41,47,,,15.9,2563,171,54,2021-09-07 21:29:03,2021-09-08 06:25:02,89,14.6,476,517,319,104,53,41,535,60,93,79
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,44,45,43,,,13.3,2119,174,53,2021-09-06 22:16:05,2021-09-07 05:03:28,73,14.5,381,407,250,94,37,26,524,29,96,87
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,79,44,54,,,16.5,2724,167,59,2021-09-05 22:10:45,2021-09-06 06:12:23,87,14.8,440,476,285,98,57,36,508,26,92,86
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,65,43,49,,,14.4,2152,181,55,2021-09-04 22:50:08,2021-09-05 06:38:47,88,14.3,446,468,289,99,58,22,508,0,95,77
2021-09-03 21:38:30,2021-09-04 22:50:08,UTC-07:00,54,44,46,,,18.3,2908,186,58,2021-09-03 21:38:30,2021-09-04 07:29:51,100,14.9,528,591,298,155,75,63,525,29,89,78
2021-09-02 22:00:46,2021-09-03 21:38:30,UTC-07:00,60,45,51,,,16.5,2469,179,56,2021-09-02 22:00:46,2021-09-03 06:31:06,87,14.8,477,505,294,93,90,28,546,76,94,75
2021-09-02 00:46:19,2021-09-02 22:00:46,UTC-07:00,33,43,40,,,12.5,2005,163,55,2021-09-02 00:46:19,2021-09-02 06:42:19,66,14.6,319,350,149,76,94,31,486,0,91,62
2021-08-31 21:28:23,2021-09-02 00:46:19,UTC-07:00,70,40,53,,,15.2,2609,173,52,2021-08-31 21:28:23,2021-09-01 07:10:57,100,14.7,532,582,372,94,66,50,450,0,93,85
2021-08-30 21:17:06,2021-08-31 21:28:23,UTC-07:00,53,45,47,,,4.0,1783,115,49,2021-08-30 21:17:06,2021-08-31 07:39:12,100,14.8,543,612,298,160,85,69,479,29,89,77
2021-08-29 22:20:23,2021-08-30 21:17:06,UTC-07:00,88,43,62,,,4.0,1678,109,50,2021-08-29 22:20:23,2021-08-30 07:27:29,87,15.0,466,546,262,92,112,80,533,33,86,78
2021-08-29 00:22:27,2021-08-29 22:20:23,UTC-07:00,94,44,69,,,17.1,2419,183,57,2021-08-29 00:22:27,2021-08-29 07:55:28,85,14.8,417,452,259,70,88,35,490,0,93,65
2021-08-27 21:14:00,2021-08-29 00:22:27,UTC-07:00,81,43,53,,,15.8,2668,172,54,2021-08-27 21:14:00,2021-08-28 08:22:00,100,14.7,567,668,404,89,74,101,509,17,88,72
2021-08-26 23:06:46,2021-08-27 21:14:00,UTC-07:00,59,43,49,,,16.0,2436,173,55,2021-08-26 23:06:46,2021-08-27 07:32:12,92,15.3,439,503,276,100,63,64,476,2,87,81
2021-08-25 22:11:24,2021-08-26 23:06:46,UTC-07:00,82,43,55,,,13.2,2241,175,54,2021-08-25 22:11:24,2021-08-26 06:37:10,99,15.1,475,505,319,102,54,30,480,0,95,86
2021-08-24 21:52:32,2021-08-25 22:11:24,UTC-07:00,78,41,52,,,14.4,2291,172,52,2021-08-24 21:52:32,2021-08-25 07:28:36,100,15.4,495,572,252,133,110,77,465,14,88,81
2021-08-23 22:21:45,2021-08-24 21:52:32,UTC-07:00,26,47,42,,,4.2,1722,127,52,2021-08-23 22:21:45,2021-08-24 06:57:50,95,16.9,457,515,301,106,50,58,481,31,88,78
2021-08-22 21:45:21,2021-08-23 22:21:45,UTC-07:00,60,42,49,,,3.0,1793,114,48,2021-08-22 21:45:21,2021-08-23 06:55:22,86,14.8,495,543,319,137,39,48,576,53,91,70
2021-08-21 22:59:34,2021-08-22 21:45:21,UTC-07:00,47,43,47,,,20.5,3535,186,66,2021-08-21 22:59:34,2021-08-22 05:20:40,76,14.2,343,381,184,113,46,38,450,0,90,72
2021-08-20 21:50:56,2021-08-21 22:59:34,UTC-07:00,79,41,53,,,3.7,1835,114,48,2021-08-20 21:50:56,2021-08-21 08:56:33,100,14.4,621,666,421,110,90,45,450,0,93,74
2021-08-19 22:16:46,2021-08-20 21:50:56,UTC-07:00,74,43,53,,,3.8,1723,112,49,2021-08-19 22:16:46,2021-08-20 07:44:46,100,14.5,528,555,286,133,109,27,504,17,94,83
2021-08-18 23:31:28,2021-08-19 22:16:46,UTC-07:00,89,43,58,,,15.2,2254,177,54,2021-08-18 23:31:28,2021-08-19 07:27:25,92,14.5,454,474,301,124,29,20,492,0,95,74
2021-08-17 21:17:10,2021-08-18 23:31:28,UTC-07:00,56,42,48,,,16.0,2625,178,54,2021-08-17 21:17:10,2021-08-18 07:05:59,100,14.9,547,589,315,114,118,42,452,0,94,85
2021-08-16 21:25:09,2021-08-17 21:17:10,UTC-07:00,72,41,50,,,5.5,1803,178,50,2021-08-16 21:25:09,2021-08-17 07:22:11,100,14.5,498,595,324,116,58,97,486,35,83,80
2021-08-15 22:55:56,2021-08-16 21:25:09,UTC-07:00,71,47,51,,,4.2,1640,133,53,2021-08-15 22:55:56,2021-08-16 07:06:21,84,15.1,431,490,279,56,96,59,514,0,88,67
2021-08-14 21:39:47,2021-08-15 22:55:56,UTC-07:00,92,42,59,,,19.1,3361,188,60,2021-08-14 21:39:47,2021-08-15 08:36:41,100,14.4,589,656,403,128,58,67,502,0,89,
2021-08-13 21:22:40,2021-08-14 21:39:47,UTC-07:00,68,42,48,,,17.5,2690,182,55,2021-08-13 21:22:40,2021-08-14 06:28:21,100,15.4,506,543,337,107,62,37,491,40,94,
2021-08-12 23:30:28,2021-08-13 21:22:40,UTC-07:00,71,42,51,,,4.0,1596,95,49,2021-08-12 23:30:28,2021-08-13 07:06:37,82,14.2,415,449,253,127,35,34,505,40,95,
2021-08-11 21:49:29,2021-08-12 23:30:28,UTC-07:00,,,,,,11.4,650,165,58,,,,,,,,,,,,,,
2021-08-10 21:49:29,2021-08-11 21:49:29,UTC-07:00,,,,,,,4,69,58,,,,,,,,,,,,,,
2021-08-09 21:49:29,2021-08-10 21:49:29,UTC-07:00,,,,,,,4,69,58,,,,,,,,,,,,,,
2021-08-08 21:49:29,2021-08-09 21:49:29,UTC-07:00,,,,,,,4,69,58,,,,,,,,,,,,,,
2021-08-07 22:07:11,2021-08-08 21:49:29,UTC-07:00,34,51,40,,,,581,97,57,2021-08-07 22:07:11,2021-08-08 05:58:01,82,15.2,407,470,256,70,81,63,493,0,86,76
2021-08-06 21:49:29,2021-08-07 22:07:11,UTC-07:00,65,42,54,,,16.2,2574,174,57,2021-08-06 21:49:29,2021-08-07 08:20:51,100,14.6,566,612,285,131,150,46,536,53,92,72
2021-08-05 23:49:24,2021-08-06 21:49:29,UTC-07:00,36,48,43,,,14.6,2032,185,57,2021-08-05 23:49:24,2021-08-06 07:09:16,76,14.9,390,434,278,60,52,44,511,33,91,84
2021-08-05 00:11:52,2021-08-05 23:49:24,UTC-07:00,95,42,65,,,13.9,2192,182,53,2021-08-05 00:11:52,2021-08-05 07:47:00,85,14.5,434,447,274,68,92,13,507,24,97,77
2021-08-03 22:20:17,2021-08-05 00:11:52,UTC-07:00,91,43,62,,,14.7,2400,182,54,2021-08-03 22:20:17,2021-08-04 06:43:13,89,14.3,447,493,261,93,93,46,502,0,92,85
2021-08-02 22:43:10,2021-08-03 22:20:17,UTC-07:00,65,42,56,,,17.4,2583,182,56,2021-08-02 22:43:10,2021-08-03 07:46:10,100,15.1,483,535,260,130,93,52,479,28,92,85
2021-08-01 23:49:13,2021-08-02 22:43:10,UTC-07:00,73,42,57,,,4.0,1667,111,49,2021-08-01 23:49:13,2021-08-02 08:05:34,90,14.5,435,493,226,115,94,58,484,20,90,87
2021-07-31 23:11:49,2021-08-01 23:49:13,UTC-07:00,83,42,58,,,11.0,2201,142,53,2021-07-31 23:11:49,2021-08-01 07:25:32,93,14.6,468,494,282,125,61,26,501,11,97,85
2021-07-30 23:20:32,2021-07-31 23:11:49,UTC-07:00,79,47,56,,,15.7,2437,180,58,2021-07-30 23:20:32,2021-07-31 08:04:39,96,15.5,484,523,301,117,66,39,504,31,93,82
2021-07-29 23:42:37,2021-07-30 23:20:32,UTC-07:00,84,43,57,,,13.0,2148,182,55,2021-07-29 23:42:37,2021-07-30 07:25:41,86,14.5,420,461,276,87,57,41,491,2,92,85
2021-07-28 22:06:35,2021-07-29 23:42:37,UTC-07:00,90,42,59,,,15.5,2495,178,54,2021-07-28 22:06:35,2021-07-29 07:20:34,99,14.7,496,554,299,115,82,58,503,53,89,76
2021-07-28 00:12:25,2021-07-28 22:06:35,UTC-07:00,68,46,53,,,1.4,1597,108,51,2021-07-28 00:12:25,2021-07-28 07:24:33,76,14.7,408,432,233,78,97,24,534,58,95,80
2021-07-27 00:14:44,2021-07-28 00:12:25,UTC-07:00,43,49,47,,,13.5,2428,160,57,2021-07-27 00:14:44,2021-07-27 06:45:46,74,15.1,351,391,238,63,50,40,471,0,89,73
2021-07-25 21:37:27,2021-07-27 00:14:44,UTC-07:00,61,48,51,,,12.8,2342,179,56,2021-07-25 21:37:27,2021-07-26 07:22:53,100,15.2,525,585,240,129,156,60,489,38,90,77
2021-07-24 23:24:58,2021-07-25 21:37:27,UTC-07:00,52,46,49,,,4.9,1682,140,55,2021-07-24 23:24:58,2021-07-25 06:40:57,83,15.0,407,434,306,79,22,27,491,0,96,78
2021-07-23 22:04:40,2021-07-24 23:24:58,UTC-07:00,60,44,51,,,15.8,2542,178,60,2021-07-23 22:04:40,2021-07-24 08:06:53,100,14.7,543,596,343,124,76,53,514,35,91,81
2021-07-22 23:31:17,2021-07-23 22:04:40,UTC-07:00,83,44,60,,,13.9,2171,181,55,2021-07-22 23:31:17,2021-07-23 07:14:10,84,15.3,412,441,263,82,67,29,489,0,95,76
2021-07-21 21:53:13,2021-07-22 23:31:17,UTC-07:00,55,44,48,,,15.6,2468,186,54,2021-07-21 21:53:13,2021-07-22 07:38:31,100,15.2,532,585,347,125,60,53,465,14,92,79
2021-07-20 21:20:33,2021-07-21 21:53:13,UTC-07:00,68,44,52,,,4.0,1795,106,49,2021-07-20 21:20:33,2021-07-21 07:17:24,95,15.1,511,596,364,111,36,85,535,40,88,70
2021-07-19 23:08:44,2021-07-20 21:20:33,UTC-07:00,66,44,53,,,16.4,2354,180,56,2021-07-19 23:08:44,2021-07-20 06:52:38,82,15.0,428,461,314,96,18,33,525,31,93,82
2021-07-18 22:38:44,2021-07-19 23:08:44,UTC-07:00,90,46,63,,,16.2,2540,182,56,2021-07-18 22:38:44,2021-07-19 06:49:00,86,14.6,469,484,374,56,39,15,547,96,96,76
2021-07-18 00:49:57,2021-07-19 00:38:44,UTC-05:00,57,47,50,,,4.1,1743,111,53,2021-07-18 00:49:57,2021-07-18 05:46:49,57,15.0,275,297,188,68,19,22,483,33,95,83
2021-07-17 01:00:03,2021-07-18 00:49:57,UTC-05:00,53,46,46,,,1.0,1725,110,51,2021-07-17 01:00:03,2021-07-17 08:48:24,85,15.1,445,468,369,66,10,23,525,69,95,78
2021-07-15 22:55:57,2021-07-16 23:00:03,UTC-07:00,32,47,40,,,8.3,1906,172,53,2021-07-15 22:55:57,2021-07-16 04:56:17,69,15.0,343,360,233,99,11,17,495,33,96,80
2021-07-14 23:50:26,2021-07-15 22:55:57,UTC-07:00,67,44,56,,,10.4,2055,150,55,2021-07-14 23:50:26,2021-07-15 07:14:28,85,15.0,399,443,217,75,107,44,470,0,91,67
2021-07-13 21:21:46,2021-07-14 23:50:26,UTC-07:00,56,43,50,,,12.4,2484,141,54,2021-07-13 21:21:46,2021-07-14 06:36:25,100,14.8,503,551,405,85,13,48,451,0,92,88
2021-07-12 21:25:28,2021-07-13 21:21:46,UTC-07:00,24,54,41,,,4.2,1749,112,57,2021-07-12 21:25:28,2021-07-13 07:03:39,100,16.0,468,578,288,161,19,110,452,0,81,84
2021-07-11 21:29:35,2021-07-12 21:25:28,UTC-07:00,50,49,51,,,5.9,1807,172,55,2021-07-11 21:29:35,2021-07-12 07:28:49,100,14.9,562,594,395,103,64,32,450,0,94,76
2021-07-10 21:55:23,2021-07-11 21:29:35,UTC-07:00,76,51,64,,,4.0,1728,108,54,2021-07-10 21:55:23,2021-07-11 06:26:26,100,14.9,488,505,276,92,120,17,487,0,98,84
2021-07-09 22:49:17,2021-07-10 21:55:23,UTC-07:00,74,45,60,,,15.3,2354,180,56,2021-07-09 22:49:17,2021-07-10 08:15:25,100,15.3,486,566,306,100,80,80,488,0,87,81
2021-07-08 22:01:12,2021-07-09 22:49:17,UTC-07:00,73,44,58,,,15.5,2395,186,55,2021-07-08 22:01:12,2021-07-09 08:00:36,100,14.4,548,594,328,103,117,46,506,20,92,77
2021-07-08 00:21:49,2021-07-08 22:01:12,UTC-07:00,95,45,73,,,15.2,2250,179,57,2021-07-08 00:21:49,2021-07-08 08:18:19,91,14.4,447,476,353,67,27,29,490,0,95,61
2021-07-06 21:18:34,2021-07-08 00:21:49,UTC-07:00,73,45,54,,,15.8,2703,185,56,2021-07-06 21:18:34,2021-07-07 07:32:32,100,15.2,502,611,320,92,90,109,502,8,84,80
2021-07-05 21:59:12,2021-07-06 21:18:34,UTC-07:00,90,43,61,,,16.2,2521,183,57,2021-07-05 21:59:12,2021-07-06 07:08:07,97,15.2,465,549,271,100,94,84,477,0,84,83
2021-07-04 22:08:40,2021-07-05 21:59:12,UTC-07:00,98,42,66,,,13.7,2386,168,58,2021-07-04 22:08:40,2021-07-05 06:35:58,100,14.2,478,507,293,106,79,29,450,0,94,82
2021-07-03 22:41:05,2021-07-04 22:08:40,UTC-07:00,63,47,48,,,4.0,1731,113,52,2021-07-03 22:41:05,2021-07-04 07:46:00,100,14.7,477,544,273,112,92,67,473,22,87,81
2021-07-02 23:23:03,2021-07-03 22:41:05,UTC-07:00,71,46,51,,,4.2,1737,127,53,2021-07-02 23:23:03,2021-07-03 07:08:27,90,15.1,429,465,273,84,72,36,479,0,92,71
2021-07-01 21:13:45,2021-07-02 23:23:03,UTC-07:00,48,48,47,,,14.1,2428,176,58,2021-07-01 21:13:45,2021-07-02 08:30:00,100,15.4,506,676,311,108,87,170,505,20,75,68
2021-06-30 22:35:32,2021-07-01 21:13:45,UTC-07:00,50,45,49,,,15.1,2314,181,58,2021-06-30 22:35:32,2021-07-01 06:52:21,93,15.0,460,496,302,96,62,36,495,5,92,86
2021-06-29 23:34:16,2021-06-30 22:35:32,UTC-07:00,45,45,45,,,15.6,2396,177,61,2021-06-29 23:34:16,2021-06-30 07:31:10,98,14.9,448,476,314,111,23,28,456,5,95,81
2021-06-28 22:08:11,2021-06-29 23:34:16,UTC-07:00,61,47,47,,,4.3,1888,127,55,2021-06-28 22:08:11,2021-06-29 07:25:46,98,15.0,509,557,367,87,55,48,517,44,91,82
2021-06-27 21:53:23,2021-06-28 22:08:11,UTC-07:00,68,43,56,,,12.9,2216,177,60,2021-06-27 21:53:23,2021-06-28 06:10:59,80,14.8,419,497,282,92,45,78,525,40,84,76
2021-06-26 23:28:26,2021-06-27 21:53:23,UTC-07:00,81,43,67,,,14.9,2353,180,63,2021-06-26 23:28:26,2021-06-27 07:25:20,86,14.4,443,476,330,84,29,33,513,62,93,
2021-06-26 00:08:48,2021-06-26 23:28:26,UTC-07:00,67,46,56,,,4.0,1738,118,55,2021-06-26 00:08:48,2021-06-26 07:22:38,72,15.1,370,433,280,65,25,63,516,40,89,
2021-06-24 23:17:06,2021-06-26 00:08:48,UTC-07:00,68,45,56,,,13.5,2294,176,57,2021-06-24 23:17:06,2021-06-25 07:21:38,82,15.6,398,484,290,84,24,86,483,0,83,
2021-06-24 00:00:00,2021-06-24 23:17:06,UTC-07:00,,,,,,13.8,900,173,58,,,,,,,,,,,,,,
